Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      10/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [121]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, void>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double> const&) [202]
[183]    0.0    0.00    0.00      10         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [183]
                0.00    0.00      10/10          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [182]
-----------------------------------------------
                0.00    0.00      10/10          double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [218]
[184]    0.0    0.00    0.00      10         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [184]
                0.00    0.00      10/10          double* std::copy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [220]
-----------------------------------------------
                0.00    0.00      10/10          std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [214]
[185]    0.0    0.00    0.00      10         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&) [185]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [208]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::param_type<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [187]
[186]    0.0    0.00    0.00      10         std::discrete_distribution<int>::param_type::_M_initialize() [186]
                0.00    0.00      40/70          std::vector<double, std::allocator<double> >::begin() [93]
                0.00    0.00      30/50          std::vector<double, std::allocator<double> >::size() const [102]
                0.00    0.00      30/171         std::vector<double, std::allocator<double> >::end() [63]
                0.00    0.00      10/10          double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [207]
                0.00    0.00      10/19          std::__is_constant_evaluated() [155]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__detail::__normalize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [204]
                0.00    0.00      10/20          std::vector<double, std::allocator<double> >::reserve(unsigned long) [149]
                0.00    0.00      10/10          std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [214]
                0.00    0.00      10/10          std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::partial_sum<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >) [210]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::operator[](unsigned long) [203]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::discrete_distribution<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [189]
[187]    0.0    0.00    0.00      10         std::discrete_distribution<int>::param_type::param_type<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [187]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, void>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double> const&) [202]
                0.00    0.00      10/50          std::__new_allocator<double>::~__new_allocator() [104]
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::_M_initialize() [186]
                0.00    0.00      10/20          std::vector<double, std::allocator<double> >::vector() [150]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::~discrete_distribution() [190]
[188]    0.0    0.00    0.00      10         std::discrete_distribution<int>::param_type::~param_type() [188]
                0.00    0.00      20/30          std::vector<double, std::allocator<double> >::~vector() [126]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[189]    0.0    0.00    0.00      10         std::discrete_distribution<int>::discrete_distribution<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [189]
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::param_type<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [187]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[190]    0.0    0.00    0.00      10         std::discrete_distribution<int>::~discrete_distribution() [190]
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::~param_type() [188]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[191]    0.0    0.00    0.00      10         int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [191]
                0.00    0.00      10/10          int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [192]
-----------------------------------------------
                0.00    0.00      10/10          int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [191]
[192]    0.0    0.00    0.00      10         int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [192]
                0.00    0.00      20/30          std::vector<double, std::allocator<double> >::begin() const [117]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::empty() const [179]
                0.00    0.00      10/10          std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [205]
                0.00    0.00      10/10          std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [206]
                0.00    0.00      10/20          std::vector<double, std::allocator<double> >::end() const [132]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) [209]
                0.00    0.00      10/30          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [116]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Point, std::allocator<Point> >::push_back(Point const&) [196]
[193]    0.0    0.00    0.00      10         void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [193]
                0.00    0.00      30/30          Point const& std::forward<Point const&>(std::remove_reference<Point const&>::type&) [127]
                0.00    0.00      20/134         std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [66]
                0.00    0.00      20/576         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::base() const [49]
                0.00    0.00      20/114         std::vector<Point, std::allocator<Point> >::_S_relocate(Point*, Point*, Point*, std::allocator<Point>&) [71]
                0.00    0.00      10/57          std::vector<Point, std::allocator<Point> >::_M_check_len(unsigned long, char const*) const [97]
                0.00    0.00      10/97          std::vector<Point, std::allocator<Point> >::begin() [88]
                0.00    0.00      10/57          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::difference_type __gnu_cxx::operator-<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [96]
                0.00    0.00      10/57          std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [98]
                0.00    0.00      10/360         operator new(unsigned long, void*) [56]
                0.00    0.00      10/77          std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [90]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[194]    0.0    0.00    0.00      10         std::vector<Point, std::allocator<Point> >::erase(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >) [194]
                0.00    0.00      10/10          std::vector<Point, std::allocator<Point> >::cbegin() const [178]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::difference_type __gnu_cxx::operator-<Point const*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&) [172]
                0.00    0.00      10/97          std::vector<Point, std::allocator<Point> >::begin() [88]
                0.00    0.00      10/46          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator+(long) const [106]
                0.00    0.00      10/10          std::vector<Point, std::allocator<Point> >::_M_erase(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [195]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Point, std::allocator<Point> >::erase(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >) [194]
[195]    0.0    0.00    0.00      10         std::vector<Point, std::allocator<Point> >::_M_erase(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [195]
                0.00    0.00      18/208         std::vector<Point, std::allocator<Point> >::end() [62]
                0.00    0.00      18/46          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator+(long) const [106]
                0.00    0.00      10/153         bool __gnu_cxx::operator!=<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [64]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::move<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [238]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[196]    0.0    0.00    0.00      10         std::vector<Point, std::allocator<Point> >::push_back(Point const&) [196]
                0.00    0.00      10/208         std::vector<Point, std::allocator<Point> >::end() [62]
                0.00    0.00      10/10          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [193]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[197]    0.0    0.00    0.00      10         std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [197]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<double, std::allocator<double> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [199]
[198]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [198]
                0.00    0.00      10/30          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [125]
                0.00    0.00      10/50          std::__new_allocator<double>::~__new_allocator() [104]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, void>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double> const&) [202]
[199]    0.0    0.00    0.00      10         void std::vector<double, std::allocator<double> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [199]
                0.00    0.00      20/70          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [92]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [173]
                0.00    0.00      10/30          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [119]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [198]
                0.00    0.00      10/10          double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [219]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::pick(std::vector<Point, std::allocator<Point> >&) [32]
[200]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [200]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::cbegin() const [180]
                0.00    0.00      10/30          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [116]
                0.00    0.00      10/70          std::vector<double, std::allocator<double> >::begin() [93]
                0.00    0.00      10/46          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [107]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [201]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [200]
[201]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [201]
                0.00    0.00      18/171         std::vector<double, std::allocator<double> >::end() [63]
                0.00    0.00      18/46          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [107]
                0.00    0.00      10/369         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [55]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [239]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::param_type<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [187]
[202]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::vector<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, void>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double> const&) [202]
                0.00    0.00      10/10          std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [183]
                0.00    0.00      10/10          void std::vector<double, std::allocator<double> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [199]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::_M_initialize() [186]
[203]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::operator[](unsigned long) [203]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::_M_initialize() [186]
[204]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__detail::__normalize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [204]
                0.00    0.00     226/565         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [50]
                0.00    0.00     226/452         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [52]
                0.00    0.00     123/369         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [55]
-----------------------------------------------
                0.00    0.00      10/10          int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [192]
[205]    0.0    0.00    0.00      10         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [205]
-----------------------------------------------
                0.00    0.00      10/10          int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [192]
[206]    0.0    0.00    0.00      10         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [206]
                0.00    0.00      10/10          double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [217]
-----------------------------------------------
                0.00    0.00      10/10          std::discrete_distribution<int>::param_type::_M_initialize() [186]
[207]    0.0    0.00    0.00      10         double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [207]
                0.00    0.00     123/369         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [55]
                0.00    0.00     113/565         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [50]
                0.00    0.00     113/452         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [52]
-----------------------------------------------
                0.00    0.00      10/10          std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&) [185]
[208]    0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [208]
-----------------------------------------------
                0.00    0.00      10/10          int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [192]
[209]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) [209]
                0.00    0.00      10/10          __gnu_cxx::__ops::__iter_less_val() [168]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&, __gnu_cxx::__ops::_Iter_less_val) [213]
-----------------------------------------------
